0.000045,0
0.000056,0
0.000071,0
0.000089,0
0.000112,0
0.000141,0
0.000178,0
0.000224,0
0.000282,0
0.000355,0
0.000447,0
0.000562,0
0.000708,0
0.000891,0
0.001122,0
0.001413,0
0.001778,0
0.002239,0
0.002818,0
0.003548,0
0.004467,0
0.005623,0
0.007079,0
0.008913,0
0.011220,0
0.014125,0
0.017783,0
0.022387,0
0.028184,0
0.035481,0
0.044668,0
0.056234,0
0.070795,0
0.089125,0
0.112202,0
0.141254,0
0.177828,0
0.223872,0
0.281838,0
0.354813,0
0.446684,0
0.562341,0
0.707946,0
0.891251,0
1.122018,0
1.412538,0
